"Tendencias","Volumen de búsquedas","Inició","Finalizada","Desglose de tendencias","Vínculo para explorar"
"la oficina","200+","29 de noviembre de 2025 a las 3:50:00 a.m. UTC-3","29 de noviembre de 2025 a las 5:00:00 a.m. UTC-3","la oficina","https://trends.google.com/trends/explore?q=la%20oficina&geo=CL&hl=es-419"
"boca vs","200+","30 de noviembre de 2025 a las 8:40:00 p.m. UTC-3","30 de noviembre de 2025 a las 9:40:00 p.m. UTC-3","boca vs","https://trends.google.com/trends/explore?q=boca%20vs&geo=CL&hl=es-419"
"colbun","200+","29 de noviembre de 2025 a las 2:10:00 a.m. UTC-3","29 de noviembre de 2025 a las 3:10:00 a.m. UTC-3","colbun","https://trends.google.com/trends/explore?q=colbun&geo=CL&hl=es-419"
"nikki bella","200+","29 de noviembre de 2025 a las 11:20:00 p.m. UTC-3","30 de noviembre de 2025 a las 12:00:00 a.m. UTC-3","nikki bella","https://trends.google.com/trends/explore?q=nikki%20bella&geo=CL&hl=es-419"
"futbol chileno hoy","200+","30 de noviembre de 2025 a las 8:30:00 p.m. UTC-3","30 de noviembre de 2025 a las 9:10:00 p.m. UTC-3","futbol chileno hoy","https://trends.google.com/trends/explore?q=futbol%20chileno%20hoy&geo=CL&hl=es-419"
"corpogala","100+","5 de diciembre de 2025 a las 7:10:00 p.m. UTC-3","5 de diciembre de 2025 a las 8:50:00 p.m. UTC-3","corpogala","https://trends.google.com/trends/explore?q=corpogala&geo=CL&hl=es-419"
"lille vs","100+","5 de diciembre de 2025 a las 5:30:00 p.m. UTC-3","5 de diciembre de 2025 a las 7:50:00 p.m. UTC-3","lille vs","https://trends.google.com/trends/explore?q=lille%20vs&geo=CL&hl=es-419"
"paul dano","100+","5 de diciembre de 2025 a las 7:00:00 a.m. UTC-3","5 de diciembre de 2025 a las 9:50:00 a.m. UTC-3","paul dano","https://trends.google.com/trends/explore?q=paul%20dano&geo=CL&hl=es-419"
"subsidio electrico postular","100+","5 de diciembre de 2025 a las 1:20:00 p.m. UTC-3","5 de diciembre de 2025 a las 2:10:00 p.m. UTC-3","subsidio electrico postular","https://trends.google.com/trends/explore?q=subsidio%20electrico%20postular&geo=CL&hl=es-419"
"one piece 1168","100+","5 de diciembre de 2025 a las 12:50:00 a.m. UTC-3","5 de diciembre de 2025 a las 8:30:00 a.m. UTC-3","one piece 1168","https://trends.google.com/trends/explore?q=one%20piece%201168&geo=CL&hl=es-419"
"bci","100+","5 de diciembre de 2025 a las 6:00:00 a.m. UTC-3","5 de diciembre de 2025 a las 7:00:00 a.m. UTC-3","bci","https://trends.google.com/trends/explore?q=bci&geo=CL&hl=es-419"
"subway","100+","5 de diciembre de 2025 a las 1:30:00 p.m. UTC-3","5 de diciembre de 2025 a las 2:00:00 p.m. UTC-3","subway","https://trends.google.com/trends/explore?q=subway&geo=CL&hl=es-419"
"carla ochoa","100+","4 de diciembre de 2025 a las 11:50:00 p.m. UTC-3","5 de diciembre de 2025 a las 5:40:00 a.m. UTC-3","carla ochoa","https://trends.google.com/trends/explore?q=carla%20ochoa&geo=CL&hl=es-419"
"maxi lopez","100+","5 de diciembre de 2025 a las 1:00:00 a.m. UTC-3","5 de diciembre de 2025 a las 2:20:00 a.m. UTC-3","maxi lopez","https://trends.google.com/trends/explore?q=maxi%20lopez&geo=CL&hl=es-419"
"lazio","100+","4 de diciembre de 2025 a las 6:40:00 p.m. UTC-3","4 de diciembre de 2025 a las 7:50:00 p.m. UTC-3","lazio","https://trends.google.com/trends/explore?q=lazio&geo=CL&hl=es-419"
"lunes 8 de diciembre es feriado","100+","5 de diciembre de 2025 a las 2:00:00 p.m. UTC-3","5 de diciembre de 2025 a las 2:20:00 p.m. UTC-3","lunes 8 de diciembre es feriado","https://trends.google.com/trends/explore?q=lunes%208%20de%20diciembre%20es%20feriado&geo=CL&hl=es-419"
"rayo vallecano","100+","4 de diciembre de 2025 a las 4:30:00 p.m. UTC-3","4 de diciembre de 2025 a las 5:30:00 p.m. UTC-3","rayo vallecano","https://trends.google.com/trends/explore?q=rayo%20vallecano&geo=CL&hl=es-419"
"la luna llena","100+","4 de diciembre de 2025 a las 8:00:00 a.m. UTC-3","4 de diciembre de 2025 a las 9:30:00 a.m. UTC-3","la luna llena","https://trends.google.com/trends/explore?q=la%20luna%20llena&geo=CL&hl=es-419"
"liga mx","100+","4 de diciembre de 2025 a las 12:10:00 a.m. UTC-3","4 de diciembre de 2025 a las 7:40:00 a.m. UTC-3","liga mx","https://trends.google.com/trends/explore?q=liga%20mx&geo=CL&hl=es-419"
"corte de luz","100+","4 de diciembre de 2025 a las 3:50:00 p.m. UTC-3","4 de diciembre de 2025 a las 4:40:00 p.m. UTC-3","corte de luz","https://trends.google.com/trends/explore?q=corte%20de%20luz&geo=CL&hl=es-419"
"magic - spurs","100+","3 de diciembre de 2025 a las 11:30:00 p.m. UTC-3","4 de diciembre de 2025 a las 1:50:00 a.m. UTC-3","magic - spurs","https://trends.google.com/trends/explore?q=magic%20-%20spurs&geo=CL&hl=es-419"
"elton john","100+","4 de diciembre de 2025 a las 12:00:00 a.m. UTC-3","4 de diciembre de 2025 a las 5:20:00 a.m. UTC-3","elton john","https://trends.google.com/trends/explore?q=elton%20john&geo=CL&hl=es-419"
"celta de vigo","100+","4 de diciembre de 2025 a las 7:20:00 p.m. UTC-3","4 de diciembre de 2025 a las 8:00:00 p.m. UTC-3","celta de vigo","https://trends.google.com/trends/explore?q=celta%20de%20vigo&geo=CL&hl=es-419"
"precio combustibles","100+","4 de diciembre de 2025 a las 8:50:00 p.m. UTC-3","4 de diciembre de 2025 a las 9:30:00 p.m. UTC-3","precio combustibles","https://trends.google.com/trends/explore?q=precio%20combustibles&geo=CL&hl=es-419"
"bochum - stuttgart","100+","3 de diciembre de 2025 a las 2:40:00 p.m. UTC-3","3 de diciembre de 2025 a las 3:40:00 p.m. UTC-3","bochum - stuttgart","https://trends.google.com/trends/explore?q=bochum%20-%20stuttgart&geo=CL&hl=es-419"
"josh hutcherson","100+","3 de diciembre de 2025 a las 11:30:00 p.m. UTC-3","4 de diciembre de 2025 a las 1:50:00 a.m. UTC-3","josh hutcherson","https://trends.google.com/trends/explore?q=josh%20hutcherson&geo=CL&hl=es-419"
"reunion de superados","100+","3 de diciembre de 2025 a las 11:00:00 p.m. UTC-3","4 de diciembre de 2025 a las 12:00:00 a.m. UTC-3","reunion de superados","https://trends.google.com/trends/explore?q=reunion%20de%20superados&geo=CL&hl=es-419"
"warriors","100+","3 de diciembre de 2025 a las 2:30:00 a.m. UTC-3","3 de diciembre de 2025 a las 8:00:00 a.m. UTC-3","warriors","https://trends.google.com/trends/explore?q=warriors&geo=CL&hl=es-419"
"nottingham forest","100+","3 de diciembre de 2025 a las 5:20:00 p.m. UTC-3","3 de diciembre de 2025 a las 6:00:00 p.m. UTC-3","nottingham forest","https://trends.google.com/trends/explore?q=nottingham%20forest&geo=CL&hl=es-419"
"los jaivas estadio nacional","100+","3 de diciembre de 2025 a las 10:00:00 p.m. UTC-3","3 de diciembre de 2025 a las 10:40:00 p.m. UTC-3","los jaivas estadio nacional","https://trends.google.com/trends/explore?q=los%20jaivas%20estadio%20nacional&geo=CL&hl=es-419"
"tacna","100+","3 de diciembre de 2025 a las 11:20:00 a.m. UTC-3","3 de diciembre de 2025 a las 12:00:00 p.m. UTC-3","tacna","https://trends.google.com/trends/explore?q=tacna&geo=CL&hl=es-419"
"terremoto sismo temblor hoy epicentro","100+","30 de noviembre de 2025 a las 4:40:00 a.m. UTC-3","30 de noviembre de 2025 a las 7:20:00 a.m. UTC-3","terremoto sismo temblor hoy epicentro,sismologia chile","https://trends.google.com/trends/explore?q=terremoto%20sismo%20temblor%20hoy%20epicentro&geo=CL&hl=es-419"
"leeds vs","100+","3 de diciembre de 2025 a las 6:50:00 p.m. UTC-3","3 de diciembre de 2025 a las 7:30:00 p.m. UTC-3","leeds vs","https://trends.google.com/trends/explore?q=leeds%20vs&geo=CL&hl=es-419"
"chayanne","100+","2 de diciembre de 2025 a las 10:00:00 p.m. UTC-3","2 de diciembre de 2025 a las 10:50:00 p.m. UTC-3","chayanne","https://trends.google.com/trends/explore?q=chayanne&geo=CL&hl=es-419"
"arvid lindblad","100+","2 de diciembre de 2025 a las 1:20:00 p.m. UTC-3","2 de diciembre de 2025 a las 2:10:00 p.m. UTC-3","arvid lindblad","https://trends.google.com/trends/explore?q=arvid%20lindblad&geo=CL&hl=es-419"
"imacec","100+","2 de diciembre de 2025 a las 2:00:00 p.m. UTC-3","2 de diciembre de 2025 a las 3:00:00 p.m. UTC-3","imacec","https://trends.google.com/trends/explore?q=imacec&geo=CL&hl=es-419"
"tiane endler","100+","2 de diciembre de 2025 a las 9:50:00 p.m. UTC-3","2 de diciembre de 2025 a las 10:30:00 p.m. UTC-3","tiane endler","https://trends.google.com/trends/explore?q=tiane%20endler&geo=CL&hl=es-419"
"moises y los 10 mandamientos","100+","3 de diciembre de 2025 a las 12:30:00 a.m. UTC-3","3 de diciembre de 2025 a las 1:10:00 a.m. UTC-3","moises y los 10 mandamientos","https://trends.google.com/trends/explore?q=moises%20y%20los%2010%20mandamientos&geo=CL&hl=es-419"
"lakers vs","100+","2 de diciembre de 2025 a las 1:40:00 a.m. UTC-3","2 de diciembre de 2025 a las 2:50:00 a.m. UTC-3","lakers vs","https://trends.google.com/trends/explore?q=lakers%20vs&geo=CL&hl=es-419"
"cometa 3i atlas nasa","100+","30 de noviembre de 2025 a las 6:30:00 a.m. UTC-3","30 de noviembre de 2025 a las 9:00:00 a.m. UTC-3","cometa 3i atlas nasa","https://trends.google.com/trends/explore?q=cometa%203i%20atlas%20nasa&geo=CL&hl=es-419"
"jake bongiovi","100+","2 de diciembre de 2025 a las 12:50:00 a.m. UTC-3","2 de diciembre de 2025 a las 8:10:00 a.m. UTC-3","jake bongiovi","https://trends.google.com/trends/explore?q=jake%20bongiovi&geo=CL&hl=es-419"
"esteban paredes","100+","2 de diciembre de 2025 a las 11:50:00 p.m. UTC-3","3 de diciembre de 2025 a las 12:30:00 a.m. UTC-3","esteban paredes","https://trends.google.com/trends/explore?q=esteban%20paredes&geo=CL&hl=es-419"
"cata days","100+","2 de diciembre de 2025 a las 8:30:00 p.m. UTC-3","2 de diciembre de 2025 a las 9:10:00 p.m. UTC-3","cata days","https://trends.google.com/trends/explore?q=cata%20days&geo=CL&hl=es-419"
"tottenham vs","100+","2 de diciembre de 2025 a las 7:20:00 p.m. UTC-3","2 de diciembre de 2025 a las 7:50:00 p.m. UTC-3","tottenham vs","https://trends.google.com/trends/explore?q=tottenham%20vs&geo=CL&hl=es-419"
"francisca valenzuela","100+","30 de noviembre de 2025 a las 1:20:00 a.m. UTC-3","30 de noviembre de 2025 a las 2:40:00 a.m. UTC-3","francisca valenzuela","https://trends.google.com/trends/explore?q=francisca%20valenzuela&geo=CL&hl=es-419"
"thunder - suns","100+","29 de noviembre de 2025 a las 1:40:00 a.m. UTC-3","29 de noviembre de 2025 a las 9:50:00 a.m. UTC-3","thunder - suns","https://trends.google.com/trends/explore?q=thunder%20-%20suns&geo=CL&hl=es-419"
"cavaliers - celtics","100+","30 de noviembre de 2025 a las 10:20:00 p.m. UTC-3","30 de noviembre de 2025 a las 11:20:00 p.m. UTC-3","cavaliers - celtics","https://trends.google.com/trends/explore?q=cavaliers%20-%20celtics&geo=CL&hl=es-419"
"tadeo allende","100+","29 de noviembre de 2025 a las 10:10:00 p.m. UTC-3","30 de noviembre de 2025 a las 7:30:00 a.m. UTC-3","tadeo allende","https://trends.google.com/trends/explore?q=tadeo%20allende&geo=CL&hl=es-419"
"ureta","100+","30 de noviembre de 2025 a las 12:00:00 a.m. UTC-3","30 de noviembre de 2025 a las 1:10:00 a.m. UTC-3","ureta","https://trends.google.com/trends/explore?q=ureta&geo=CL&hl=es-419"
"estadio monumental de lima","100+","29 de noviembre de 2025 a las 7:50:00 p.m. UTC-3","29 de noviembre de 2025 a las 9:00:00 p.m. UTC-3","estadio monumental de lima","https://trends.google.com/trends/explore?q=estadio%20monumental%20de%20lima&geo=CL&hl=es-419"
"hora en argentina","100+","30 de noviembre de 2025 a las 6:00:00 p.m. UTC-3","30 de noviembre de 2025 a las 7:00:00 p.m. UTC-3","hora en argentina","https://trends.google.com/trends/explore?q=hora%20en%20argentina&geo=CL&hl=es-419"
"chayanne","100+","3 de diciembre de 2025 a las 10:20:00 p.m. UTC-3","3 de diciembre de 2025 a las 10:40:00 p.m. UTC-3","chayanne","https://trends.google.com/trends/explore?q=chayanne&geo=CL&hl=es-419"
"nem","100+","1 de diciembre de 2025 a las 6:30:00 p.m. UTC-3","2 de diciembre de 2025 a las 1:40:00 a.m. UTC-3","nem","https://trends.google.com/trends/explore?q=nem&geo=CL&hl=es-419"
"real","100+","30 de noviembre de 2025 a las 6:50:00 p.m. UTC-3","30 de noviembre de 2025 a las 7:50:00 p.m. UTC-3","real","https://trends.google.com/trends/explore?q=real&geo=CL&hl=es-419"
"gabigol","100+","29 de noviembre de 2025 a las 8:00:00 p.m. UTC-3","29 de noviembre de 2025 a las 9:00:00 p.m. UTC-3","gabigol","https://trends.google.com/trends/explore?q=gabigol&geo=CL&hl=es-419"
"tigres - tijuana","100+","30 de noviembre de 2025 a las 12:50:00 a.m. UTC-3","30 de noviembre de 2025 a las 2:00:00 a.m. UTC-3","tigres - tijuana","https://trends.google.com/trends/explore?q=tigres%20-%20tijuana&geo=CL&hl=es-419"
"stuttgart vs","100+","30 de noviembre de 2025 a las 1:20:00 p.m. UTC-3","30 de noviembre de 2025 a las 2:20:00 p.m. UTC-3","stuttgart vs","https://trends.google.com/trends/explore?q=stuttgart%20vs&geo=CL&hl=es-419"
"jennifer lopez","100+","30 de noviembre de 2025 a las 4:00:00 p.m. UTC-3","30 de noviembre de 2025 a las 5:00:00 p.m. UTC-3","jennifer lopez","https://trends.google.com/trends/explore?q=jennifer%20lopez&geo=CL&hl=es-419"
"andreas pereira","100+","29 de noviembre de 2025 a las 7:50:00 p.m. UTC-3","29 de noviembre de 2025 a las 9:00:00 p.m. UTC-3","andreas pereira","https://trends.google.com/trends/explore?q=andreas%20pereira&geo=CL&hl=es-419"
"atalanta vs","100+","30 de noviembre de 2025 a las 2:30:00 p.m. UTC-3","30 de noviembre de 2025 a las 3:30:00 p.m. UTC-3","atalanta vs","https://trends.google.com/trends/explore?q=atalanta%20vs&geo=CL&hl=es-419"
"regiones de chile","100+","29 de noviembre de 2025 a las 2:30:00 p.m. UTC-3","29 de noviembre de 2025 a las 3:40:00 p.m. UTC-3","regiones de chile","https://trends.google.com/trends/explore?q=regiones%20de%20chile&geo=CL&hl=es-419"
"porto vs","100+","30 de noviembre de 2025 a las 7:10:00 p.m. UTC-3","30 de noviembre de 2025 a las 8:00:00 p.m. UTC-3","porto vs","https://trends.google.com/trends/explore?q=porto%20vs&geo=CL&hl=es-419"
"rosalia","100+","30 de noviembre de 2025 a las 2:20:00 p.m. UTC-3","30 de noviembre de 2025 a las 3:20:00 p.m. UTC-3","rosalia","https://trends.google.com/trends/explore?q=rosalia&geo=CL&hl=es-419"
"jorge carrascal","100+","29 de noviembre de 2025 a las 7:30:00 p.m. UTC-3","29 de noviembre de 2025 a las 8:40:00 p.m. UTC-3","jorge carrascal","https://trends.google.com/trends/explore?q=jorge%20carrascal&geo=CL&hl=es-419"
"primera división","100+","30 de noviembre de 2025 a las 8:20:00 p.m. UTC-3","30 de noviembre de 2025 a las 9:40:00 p.m. UTC-3","primera división","https://trends.google.com/trends/explore?q=primera%20divisi%C3%B3n&geo=CL&hl=es-419"
"atalanta","100+","30 de noviembre de 2025 a las 2:20:00 p.m. UTC-3","30 de noviembre de 2025 a las 3:10:00 p.m. UTC-3","atalanta","https://trends.google.com/trends/explore?q=atalanta&geo=CL&hl=es-419"
"huevo fuenzalida","100+","29 de noviembre de 2025 a las 11:10:00 p.m. UTC-3","30 de noviembre de 2025 a las 12:10:00 a.m. UTC-3","huevo fuenzalida","https://trends.google.com/trends/explore?q=huevo%20fuenzalida&geo=CL&hl=es-419"
"hora en chile","100+","30 de noviembre de 2025 a las 6:50:00 a.m. UTC-3","30 de noviembre de 2025 a las 8:00:00 a.m. UTC-3","hora en chile","https://trends.google.com/trends/explore?q=hora%20en%20chile&geo=CL&hl=es-419"
"cdls","100+","29 de noviembre de 2025 a las 7:30:00 p.m. UTC-3","29 de noviembre de 2025 a las 8:30:00 p.m. UTC-3","cdls","https://trends.google.com/trends/explore?q=cdls&geo=CL&hl=es-419"
"brondby","100+","1 de diciembre de 2025 a las 4:30:00 p.m. UTC-3","1 de diciembre de 2025 a las 5:00:00 p.m. UTC-3","brondby","https://trends.google.com/trends/explore?q=brondby&geo=CL&hl=es-419"
"pluto tv","100+","29 de noviembre de 2025 a las 6:10:00 p.m. UTC-3","29 de noviembre de 2025 a las 7:00:00 p.m. UTC-3","pluto tv","https://trends.google.com/trends/explore?q=pluto%20tv&geo=CL&hl=es-419"
"osasuna","100+","2 de diciembre de 2025 a las 4:50:00 p.m. UTC-3","2 de diciembre de 2025 a las 5:10:00 p.m. UTC-3","osasuna","https://trends.google.com/trends/explore?q=osasuna&geo=CL&hl=es-419"
"johnny cardoso","100+","2 de diciembre de 2025 a las 6:00:00 p.m. UTC-3","2 de diciembre de 2025 a las 6:20:00 p.m. UTC-3","johnny cardoso","https://trends.google.com/trends/explore?q=johnny%20cardoso&geo=CL&hl=es-419"
"inter milan","100+","30 de noviembre de 2025 a las 12:10:00 p.m. UTC-3","30 de noviembre de 2025 a las 12:50:00 p.m. UTC-3","inter milan","https://trends.google.com/trends/explore?q=inter%20milan&geo=CL&hl=es-419"
"rafael araneda","100+","28 de noviembre de 2025 a las 11:20:00 p.m. UTC-3","29 de noviembre de 2025 a las 12:10:00 a.m. UTC-3","rafael araneda","https://trends.google.com/trends/explore?q=rafael%20araneda&geo=CL&hl=es-419"
"junior","100+","30 de noviembre de 2025 a las 10:40:00 p.m. UTC-3","30 de noviembre de 2025 a las 11:10:00 p.m. UTC-3","junior","https://trends.google.com/trends/explore?q=junior&geo=CL&hl=es-419"
"liga francesa","100+","29 de noviembre de 2025 a las 3:00:00 p.m. UTC-3","29 de noviembre de 2025 a las 3:40:00 p.m. UTC-3","liga francesa","https://trends.google.com/trends/explore?q=liga%20francesa&geo=CL&hl=es-419"
"rt","100+","3 de diciembre de 2025 a las 6:00:00 a.m. UTC-3","3 de diciembre de 2025 a las 6:50:00 a.m. UTC-3","rt,avatar 3","https://trends.google.com/trends/explore?q=rt&geo=CL&hl=es-419"
"movistar arena","100+","29 de noviembre de 2025 a las 10:50:00 p.m. UTC-3","29 de noviembre de 2025 a las 11:20:00 p.m. UTC-3","movistar arena","https://trends.google.com/trends/explore?q=movistar%20arena&geo=CL&hl=es-419"
"venezuela","100+","30 de noviembre de 2025 a las 8:10:00 a.m. UTC-3","30 de noviembre de 2025 a las 8:50:00 a.m. UTC-3","venezuela","https://trends.google.com/trends/explore?q=venezuela&geo=CL&hl=es-419"
"ipg","100+","1 de diciembre de 2025 a las 10:50:00 p.m. UTC-3","1 de diciembre de 2025 a las 11:10:00 p.m. UTC-3","ipg","https://trends.google.com/trends/explore?q=ipg&geo=CL&hl=es-419"
"primera a chile","100+","30 de noviembre de 2025 a las 8:10:00 p.m. UTC-3","30 de noviembre de 2025 a las 8:30:00 p.m. UTC-3","primera a chile","https://trends.google.com/trends/explore?q=primera%20a%20chile&geo=CL&hl=es-419"
"shakira","100+","30 de noviembre de 2025 a las 1:50:00 a.m. UTC-3","30 de noviembre de 2025 a las 2:10:00 a.m. UTC-3","shakira","https://trends.google.com/trends/explore?q=shakira&geo=CL&hl=es-419"
"felipe camiroaga","100+","29 de noviembre de 2025 a las 12:40:00 a.m. UTC-3","29 de noviembre de 2025 a las 1:10:00 a.m. UTC-3","felipe camiroaga","https://trends.google.com/trends/explore?q=felipe%20camiroaga&geo=CL&hl=es-419"
"calendario 2025","100+","30 de noviembre de 2025 a las 9:00:00 p.m. UTC-3","30 de noviembre de 2025 a las 9:20:00 p.m. UTC-3","calendario 2025","https://trends.google.com/trends/explore?q=calendario%202025&geo=CL&hl=es-419"
"roku","100+","30 de noviembre de 2025 a las 9:10:00 p.m. UTC-3","30 de noviembre de 2025 a las 9:30:00 p.m. UTC-3","roku","https://trends.google.com/trends/explore?q=roku&geo=CL&hl=es-419"
